RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
2015-902	2015-902	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1555	2015-1555	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1555	2015-1555	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-802	2015-802	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-802	2015-802	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1332	2015-1332	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1332	2015-1332	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2014-2194	2014-2194	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2014-2194	2014-2194	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-480	2015-480	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-480	2015-480	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-3231	2015-3231	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-776	2015-776	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-776	2015-776	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-2591	2015-2591	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-768	2015-768	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-768	2015-768	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-46	2015-46	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-46	2015-46	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-36	2015-36	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-36	2015-36	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1434	2015-1434	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1434	2015-1434	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-22	2015-22	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-22	2015-22	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2016-890	2016-890	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2016-890	2016-890	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1408	2015-1408	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1408	2015-1408	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-479	2015-479	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-479	2015-479	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-812	2015-812	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-812	2015-812	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1	2015-1	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1	2015-1	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-2917	2015-2917	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-20	2015-20	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-20	2015-20	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2016-926	2016-926	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2016-926	2016-926	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1339	2015-1339	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1339	2015-1339	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2015-1468	2015-1468	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1468	2015-1468	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2016-872	2016-872	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-2946	2015-2946	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-248	2015-248	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-248	2015-248	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2016-865	2016-865	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-1469	2015-1469	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-1469	2015-1469	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2016-954	2016-954	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2016-954	2016-954	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
2016-801	2016-801	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEX-Individuals.txt
2015-810	2015-810	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\BrainGVEX-V2-Individuals.txt
2015-810	2015-810	PsychEncode	BrainGVEx	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\GVEXUpdate-Individuals.txt
Br763_R3622	Br763	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2163_R4367	5421787402_R01C02	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\CMC_HBCC_set2-Individuals.txt
Br1067_R3036	Br1067	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1782_R3462	Br1782	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1190_R3563	Br1190	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1927_R4041	Br1927	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1264_R3539	Br1264	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1264_R3539	Br1264	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1861_R4701	Br1861	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1235_R3432	Br1235	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1881_R3548	Br1881	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1390_R3517	Br1390	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1832_R3656	Br1832	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1389_R3374	Br1389	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1389_R3374	Br1389	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1522_R3567	Br1522	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1594_R3942	Br1594	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2097_R4321	Br2097	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1958_R5611	Br1958	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2180_R4386	5511192131_R01C02	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\CMC_HBCC_set2-Individuals.txt
Br2047_R4006	Br2047	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2242_R5626	Br2242	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1708_R3580	Br1708	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1069_R3924	Br1069	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1960_R4044	Br1960	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1960_R4044	Br1960	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1105_R3098	Br1105	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1448_R3504	Br1448	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1965_R4255	Br1965	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br2064_R5629	Br2064	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1968_R4258	Br1968	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2263_R5742	Br2263	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1538_R3912	Br1538	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1967_R4257	Br1967	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br823_R3087	Br823	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1351_R3932	Br1351	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1351_R3932	Br1351	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1039_R3537	Br1039	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1324_R3448	Br1324	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1845_R3591	Br1845	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1283_R3575	Br1283	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1292_R3604	Br1292	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1865_R4029	Br1865	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1281_R3494	Br1281	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br2020_R5597	Br2020	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1289_R3565	Br1289	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br914_R3381	Br914	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1585_R2816	Br1585	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1459_R3544	Br1459	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2230_R4354	Br2230	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1877_R4703	Br1877	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1275_R4203	Br1275	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1942_R3775	Br1942	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2228_R4364	Br2228	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br938_R3634	Br938	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1792_R3875	Br1792	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1745_R5846	Br1745	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1282_R3564	Br1282	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1563_R5859	Br1563	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1092_R3765	Br1092	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1092_R3765	Br1092	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2183_R4387	Br2183	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1040_R3466	Br1040	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br855_R3633	Br855	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2176_R4401	Br2176	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br2166_R4398	Br2166	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1695_R4235	Br1695	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1695_R4235	Br1695	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br2412_R5810	Br2412	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1408_R3554	Br1408	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1379_R3627	Br1379	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
Br1912_R5618	Br1912	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_1M-Individuals.txt
Br1410_R3895	Br1410	Brainseq	Brainseq	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\LIBD_h650-Individuals.txt
